<reference>NuMad format, 72 pts.</reference>
<coords>
1.000000	0.000000
0.998097	-0.043251
0.992404	-0.086173
0.982963	-0.128439
0.969846	-0.169727
0.953154	-0.209724
0.933013	-0.248125
0.909576	-0.284637
0.883022	-0.318983
0.853553	-0.350902
0.821394	-0.380150
0.786788	-0.406504
0.750000	-0.429765
0.711309	-0.449755
0.671010	-0.466322
0.629410	-0.479341
0.586824	-0.488711
0.543578	-0.494362
0.500000	-0.496250
0.456422	-0.494362
0.413176	-0.488711
0.370590	-0.479341
0.328990	-0.466322
0.288691	-0.449755
0.250000	-0.429765
0.213212	-0.406504
0.178606	-0.380150
0.146447	-0.350902
0.116978	-0.318983
0.090424	-0.284637
0.066987	-0.248125
0.046846	-0.209724
0.030154	-0.169727
0.017037	-0.128439
0.007596	-0.086173
0.001903	-0.043251
0.000000	0.000000
0.001903	0.043251
0.007596	0.086173
0.017037	0.128439
0.030154	0.169727
0.046846	0.209724
0.066987	0.248125
0.090424	0.284637
0.116978	0.318983
0.146447	0.350902
0.178606	0.380150
0.213212	0.406504
0.250000	0.429765
0.288691	0.449755
0.328990	0.466322
0.370590	0.479341
0.413176	0.488711
0.456422	0.494362
0.500000	0.496250
0.543578	0.494362
0.586824	0.488711
0.629410	0.479341
0.671010	0.466322
0.711309	0.449755
0.750000	0.429765
0.786788	0.406504
0.821394	0.380150
0.853553	0.350902
0.883022	0.318983
0.909576	0.284637
0.933013	0.248125
0.953154	0.209724
0.969846	0.169727
0.982963	0.128439
0.992404	0.086173
0.998097	0.043251
</coords>	
